Chemical	Term	GOID	Bonferroni
C85532758	transforming growth factor beta receptor signaling pathway	GO:0007179	0.009050639626179469
C56531	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	9.271027173356922e-25
C56531	positive regulation of transcription, DNA-templated	GO:0045893	4.794412169529197e-17
C56531	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	5.8684168635636524e-12
C56531	negative regulation of apoptotic process	GO:0043066	2.6667440478078674e-09
C56531	protein phosphorylation	GO:0006468	2.785692343465485e-09
C56531	viral process	GO:0016032	9.677470824698275e-09
C56531	transcription from RNA polymerase II promoter	GO:0006366	2.8336553214991514e-08
C56531	protein stabilization	GO:0050821	3.418623617523764e-08
C56531	Fc-epsilon receptor signaling pathway	GO:0038095	7.762222398177697e-08
C56531	negative regulation of transcription, DNA-templated	GO:0045892	1.240172459171518e-07
C56531	peptidyl-tyrosine phosphorylation	GO:0018108	1.526968722576072e-07
C56531	protein autophosphorylation	GO:0046777	6.620174672899992e-07
C56531	response to drug	GO:0042493	1.1805819030152875e-06
C56531	transforming growth factor beta receptor signaling pathway	GO:0007179	2.3088013599847908e-06
C56531	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	3.837705691678295e-06
C56531	positive regulation of gene expression	GO:0010628	1.2464801129152825e-05
C56531	canonical Wnt signaling pathway	GO:0060070	1.6561949820026456e-05
C56531	positive regulation of angiogenesis	GO:0045766	2.0775244638615572e-05
C56531	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	3.696695427113372e-05
C56531	regulation of cell cycle	GO:0051726	4.3075848541240795e-05
C56531	beta-catenin-TCF complex assembly	GO:1904837	4.4745817892266615e-05
C56531	phosphatidylinositol-mediated signaling	GO:0048015	0.00014406363133445677
C56531	positive regulation of type I interferon production	GO:0032481	0.00015328173539230772
C56531	regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	0.00018005286427713596
C56531	positive regulation of cell proliferation	GO:0008284	0.00047948973478795237
C56531	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.0005166616769595178
C56531	ERBB2 signaling pathway	GO:0038128	0.0005742283956959858
C56531	regulation of smooth muscle cell proliferation	GO:0048660	0.0006388134817731927
C56531	phosphatidylinositol phosphorylation	GO:0046854	0.0007764460745867119
C56531	MAPK cascade	GO:0000165	0.0008530790874626826
C56531	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	0.0009138443492843207
C56531	positive regulation of cell migration	GO:0030335	0.0017553584731632155
C56531	regulation of cell proliferation	GO:0042127	0.0018444256966658745
C56531	negative regulation of cell proliferation	GO:0008285	0.002037451300083925
C56531	T cell receptor signaling pathway	GO:0050852	0.002493383833527041
C56531	intracellular signal transduction	GO:0035556	0.0025059667373216192
C56531	transcription, DNA-templated	GO:0006351	0.0038894825220057157
C56531	axon guidance	GO:0007411	0.0045230064097993026
C56531	signal transduction	GO:0007165	0.004691851628044419
C56531	positive regulation of fibroblast proliferation	GO:0048146	0.004879823479242207
C56531	positive regulation of GTPase activity	GO:0043547	0.006027133296686915
C56531	epidermal growth factor receptor signaling pathway	GO:0007173	0.006059469322082567
C56531	positive regulation of transcription factor import into nucleus	GO:0042993	0.006672277310978969
C56531	peptidyl-serine phosphorylation	GO:0018105	0.006793942040659196
C56531	positive regulation of epithelial to mesenchymal transition	GO:0010718	0.007313433504615663
C56531	cellular response to indole-3-methanol	GO:0071681	0.0073154099024924655
C56531	positive regulation of protein phosphorylation	GO:0001934	0.007646872088393874
C56531	positive regulation of MAP kinase activity	GO:0043406	0.008253101742626057
CNOCAS47383	viral process	GO:0016032	1.1298863734845352e-18
CNOCAS47383	positive regulation of transcription, DNA-templated	GO:0045893	4.593392098045294e-15
CNOCAS47383	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	8.775277442224483e-15
CNOCAS47383	negative regulation of apoptotic process	GO:0043066	1.1302461302381175e-13
CNOCAS47383	protein phosphorylation	GO:0006468	1.0435874386871546e-11
CNOCAS47383	apoptotic process	GO:0006915	2.873505877687421e-10
CNOCAS47383	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.7528865853554407e-09
CNOCAS47383	peptidyl-serine phosphorylation	GO:0018105	1.2756036116279288e-08
CNOCAS47383	regulation of signal transduction by p53 class mediator	GO:1901796	1.7470356017401656e-07
CNOCAS47383	positive regulation of apoptotic process	GO:0043065	4.316665026538047e-07
CNOCAS47383	activation of MAPK activity	GO:0000187	4.3328042209633816e-07
CNOCAS47383	response to drug	GO:0042493	5.353026941712358e-07
CNOCAS47383	regulation of cell cycle	GO:0051726	2.44510733382608e-06
CNOCAS47383	regulation of cellular response to heat	GO:1900034	2.637932193905179e-06
CNOCAS47383	ERBB2 signaling pathway	GO:0038128	2.86337849653151e-06
CNOCAS47383	negative regulation of canonical Wnt signaling pathway	GO:0090090	5.328870907872485e-06
CNOCAS47383	positive regulation of protein binding	GO:0032092	7.261346785303323e-06
CNOCAS47383	canonical Wnt signaling pathway	GO:0060070	7.283484997122612e-06
CNOCAS47383	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	8.413783014971088e-06
CNOCAS47383	cell proliferation	GO:0008283	1.0334917264320787e-05
CNOCAS47383	platelet activation	GO:0030168	1.4021742060665867e-05
CNOCAS47383	Wnt signaling pathway	GO:0016055	2.829214464916685e-05
CNOCAS47383	positive regulation of protein phosphorylation	GO:0001934	4.0002992613641375e-05
CNOCAS47383	intracellular signal transduction	GO:0035556	4.598767975871887e-05
CNOCAS47383	signal transduction	GO:0007165	6.576004381708689e-05
CNOCAS47383	beta-catenin destruction complex disassembly	GO:1904886	6.661283034981036e-05
CNOCAS47383	positive regulation of cell proliferation	GO:0008284	7.787259580971373e-05
CNOCAS47383	peptidyl-threonine phosphorylation	GO:0018107	8.626431911940013e-05
CNOCAS47383	Fc-epsilon receptor signaling pathway	GO:0038095	0.00014682032054835759
CNOCAS47383	cellular response to UV	GO:0034644	0.0002504419876940833
CNOCAS47383	cellular response to starvation	GO:0009267	0.0004018938701564334
CNOCAS47383	regulation of protein stability	GO:0031647	0.0004342471940803616
CNOCAS47383	cellular response to mechanical stimulus	GO:0071260	0.00048570716394158436
CNOCAS47383	cellular response to DNA damage stimulus	GO:0006974	0.000801358888201098
CNOCAS47383	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.0009012238923495897
CNOCAS47383	negative regulation of cell proliferation	GO:0008285	0.0011368768283834818
CNOCAS47383	MAPK cascade	GO:0000165	0.0014446067185531766
CNOCAS47383	negative regulation of epidermal growth factor receptor signaling pathway	GO:0042059	0.0015674500926795565
CNOCAS47383	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	0.002806727352069438
CNOCAS47383	androgen receptor signaling pathway	GO:0030521	0.003484389227125795
CNOCAS47383	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	0.0034916881507320863
CNOCAS47383	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	0.004005159824500447
CNOCAS47383	cellular response to hypoxia	GO:0071456	0.005004477419759622
CNOCAS47383	negative regulation of transcription, DNA-templated	GO:0045892	0.00515388413702389
CNOCAS47383	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.005835566965458727
CNOCAS47383	protein autophosphorylation	GO:0046777	0.007255316886954355
CNOCAS47383	protein stabilization	GO:0050821	0.007911364860496595
CNOCAS47383	negative regulation of gene expression	GO:0010629	0.008401613155123222
CNOCAS47383	regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061418	0.009636914555488764
C7696120	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.2157847762382185e-42
C7696120	positive regulation of transcription, DNA-templated	GO:0045893	3.679323603866804e-26
C7696120	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.0228259554120708e-15
C7696120	transcription from RNA polymerase II promoter	GO:0006366	2.042810365310288e-13
C7696120	negative regulation of apoptotic process	GO:0043066	3.297095929610805e-10
C7696120	stimulatory C-type lectin receptor signaling pathway	GO:0002223	2.0319834703741435e-09
C7696120	negative regulation of transcription, DNA-templated	GO:0045892	1.7728529644323032e-08
C7696120	regulation of cellular response to heat	GO:1900034	3.542416959767536e-08
C7696120	response to drug	GO:0042493	4.830919542175848e-08
C7696120	protein phosphorylation	GO:0006468	2.8225935821968307e-07
C7696120	viral process	GO:0016032	4.176541262834732e-07
C7696120	Fc-epsilon receptor signaling pathway	GO:0038095	1.0591974308749028e-06
C7696120	transcription, DNA-templated	GO:0006351	1.0825937130087835e-06
C7696120	negative regulation of cell proliferation	GO:0008285	2.3623212986878532e-06
C7696120	cellular response to DNA damage stimulus	GO:0006974	7.235529158433618e-05
C7696120	inflammatory response	GO:0006954	8.611410575343205e-05
C7696120	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.00017105952785179124
C7696120	positive regulation of neuron apoptotic process	GO:0043525	0.00033878734917736075
C7696120	apoptotic process	GO:0006915	0.0003591514399747809
C7696120	T cell receptor signaling pathway	GO:0050852	0.0004079063748374523
C7696120	circadian rhythm	GO:0007623	0.0005255789128767452
C7696120	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	0.0005725511058182198
C7696120	cellular response to insulin stimulus	GO:0032869	0.0006306728230178749
C7696120	platelet activation	GO:0030168	0.0007098242698556634
C7696120	positive regulation of gene expression	GO:0010628	0.0007462534739514082
C7696120	regulation of apoptotic process	GO:0042981	0.0009361958314811902
C7696120	regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061418	0.0010441289284257582
C7696120	positive regulation of cell proliferation	GO:0008284	0.0010710240527683768
C7696120	peptidyl-serine phosphorylation	GO:0018105	0.0013445696952486539
C7696120	positive regulation of fibroblast proliferation	GO:0048146	0.0013614809131814456
C7696120	positive regulation of protein phosphorylation	GO:0001934	0.0015173999183539788
C7696120	interleukin-1-mediated signaling pathway	GO:0070498	0.0019988242635328173
C7696120	transforming growth factor beta receptor signaling pathway	GO:0007179	0.0021363608290778657
C7696120	positive regulation of NF-kappaB transcription factor activity	GO:0051092	0.0021541007765725206
C7696120	protein stabilization	GO:0050821	0.002549690739203192
C7696120	positive regulation of cell migration	GO:0030335	0.00255183761054667
C7696120	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.003460345818532273
C7696120	negative regulation of myotube differentiation	GO:0010832	0.0035985596203247368
C7696120	response to muscle stretch	GO:0035994	0.0035985596203247368
C7696120	transcription initiation from RNA polymerase II promoter	GO:0006367	0.005867276060829596
C7696120	signal transduction involved in regulation of gene expression	GO:0023019	0.007545357052243241
C7696120	cellular response to lipopolysaccharide	GO:0071222	0.00848874230451635
C7696120	thymus development	GO:0048538	0.009495119141763486
C834128	negative regulation of apoptotic process	GO:0043066	1.6888787727325594e-14
C834128	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.1815882433884326e-13
C834128	response to drug	GO:0042493	7.351952380219019e-11
C834128	regulation of cellular response to heat	GO:1900034	3.213479482511161e-10
C834128	protein phosphorylation	GO:0006468	1.8916551658421103e-09
C834128	cellular response to DNA damage stimulus	GO:0006974	2.963469469818847e-09
C834128	peptidyl-serine phosphorylation	GO:0018105	9.004069156937078e-09
C834128	negative regulation of cell proliferation	GO:0008285	8.716579080747522e-08
C834128	positive regulation of transcription, DNA-templated	GO:0045893	1.0845862608022117e-06
C834128	viral process	GO:0016032	6.2284558435266035e-06
C834128	cellular response to gamma radiation	GO:0071480	1.0905398481031447e-05
C834128	protein folding	GO:0006457	1.0969198331767238e-05
C834128	cellular response to hydrogen peroxide	GO:0070301	1.2188545009061967e-05
C834128	peptidyl-threonine phosphorylation	GO:0018107	1.55317780959896e-05
C834128	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	2.421590561740849e-05
C834128	regulation of signal transduction by p53 class mediator	GO:1901796	3.544786719178461e-05
C834128	cellular response to hypoxia	GO:0071456	5.0463588053606394e-05
C834128	positive regulation of apoptotic process	GO:0043065	5.3892569894631315e-05
C834128	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	5.746676085416346e-05
C834128	signal transduction	GO:0007165	5.864509263664442e-05
