Q8TBF5	PIGX
O60909	B4GALT2
Q9BV38	WDR18
Q9NXG2	THUMPD1
O60906	SMPD2
O60907	TBL1X
Q9NXG6	P4HTM
O60902	SHOX2
Q9NQH7	XPNPEP3
P24071	FCAR
O96013	PAK4
Q9UBP9	GULP1
Q9UBP8	KAAG1
Q5T7B8	KIF24
Q8NGS8	OR13C5
P29375	KDM5A
Q5SZD1	C6orf141
Q9UBP6	METTL1
Q9UBP0	SPAST
Q9NXJ5	PGPEP1
P13533	MYH6
P06576	ATP5B
P13535	MYH8
A2VEC9	SSPO
Q12926	ELAVL2
O75976	CPD
Q8NG57	TCEB3C
Q9Y663	HS3ST3A1
P60903	S100A10
Q9H5J8	TAF1D
P63302	SEPW1
Q8NG50	RDM1
Q06710	PAX8
O95628	CNOT4
Q9H5J4	ELOVL6
Q8N490	PNKD
Q9UPE1	SRPK3
P25116	F2R
Q9NUW8	TDP1
Q63ZY6	NSUN5P2
Q9NSC2	SALL1
Q15349	RPS6KA2
Q63ZY3	KANK2
Q9NSC5	HOMER3
Q9NSC7	ST6GALNAC1
Q15274	QPRT
Q99990	VGLL1
Q15276	RABEP1
P68366	TUBA4A
Q7L4P6	BEND5
O00148	DDX39A
Q9NSN8	SNTG1
Q29960	HLA-C
P39877	PLA2G5
O75553	DAB1
Q9UJJ9	GNPTG
Q08AN1	ZNF616
Q9C009	FOXQ1
P35346	SSTR5
Q7Z494	NPHP3
Q13111	CHAF1A
P13284	IFI30
Q53S33	BOLA3
Q6UX73	C16orf89
Q6UX72	B3GNT9
Q53H80	AKIRIN2
Q8IUE0	TGIF2LY
Q9BX26	SYCP2
Q9BS91	SLC35A5
Q9BPU9	B9D2
A7E2F4	GOLGA8A
Q8IUE6	HIST2H2AB
Q86XK2	FBXO11
Q9BPU6	DPYSL5
Q9H0L4	CSTF2T
Q5VWK5	IL23R
Q9Y543	HES2
P51003	PAPOLA
Q86VV8	RTTN
P52209	PGD
Q96JF0	ST6GAL2
P05177	CYP1A2
Q9BQI5	SGIP1
Q9UBY8	CLN8
P48167	GLRB
P49005	POLD2
Q9NYD6	HOXC10
Q9UL03	INTS6
O95156	NXPH2
Q15319	POU4F3
O95154	AKR7A3
Q9P2F8	SIPA1L2
Q9P2F9	ZNF319
P31268	HOXA7
P31269	HOXA9
Q504T8	MIDN
Q9P2F5	STOX2
Q9P2F6	ARHGAP20
Q13118	KLF10
P55273	CDKN2D
P31260	HOXA10
O95158	NXPH4
Q9H6Z4	RANBP3
Q9NUB4	C20orf141
Q9Y233	PDE10A
Q9H6Z9	EGLN3
Q7Z4R8	C6orf120
Q9NP73	ALG13
Q9NP72	RAB18
Q9NZU5	LMCD1
Q9NP70	AMBN
Q9NP77	SSU72
Q9NZU1	FLRT1
Q9NP74	PALMD
Q9NP79	VTA1
Q9NP78	ABCB9
Q8WVP7	LMBR1
Q96KE9	BTBD6
Q8NE28	STKLD1
A6NDL8	OR6C68
Q6PJW8	CNST
Q6GTX8	LAIR1
Q9BQI9	NRIP2
Q9UEU5	GAGE2D
Q9UKG9	CROT
Q6ZU52	KIAA0408
Q96ET8	TVP23C
P18887	XRCC1
Q9UKG4	SLC13A4
Q9UKG1	APPL1
Q9HBF4	ZFYVE1
Q30154	HLA-DRB5
P43358	MAGEA4
O15399	GRIN2D
P43353	ALDH3B1
P08473	MME
O15397	IPO8
P60014	KRTAP10-10
P43357	MAGEA3
P43356	MAGEA2B
P43355	MAGEA1
P43354	NR4A2
P07766	CD3E
O75691	UTP20
Q07627	KRTAP1-1
Q12849	GRSF1
P78333	GPC5
P78332	RBM6
Q9Y210	TRPC6
P78330	PSPH
P78337	PITX1
Q9Y217	MTMR6
Q12840	KIF5A
Q12841	FSTL1
P18085	ARF4
Q29963	HLA-C
O95243	MBD4
P28749	RBL1
Q7RTX1	TAS1R1
P25929	NPY1R
Q8N2Z9	APITD1
Q5VU92	DCAF12L1
P18089	ADRA2B
P09651	HNRNPA1
O14653	GOSR2
P60331	KRTAP10-1
Q9H7T3	C10orf95
Q6PD62	CTR9
P04229	HLA-DRB1
Q969S9	GFM2
P04222	HLA-C
Q5T8P6	RBM26
P46663	BDKRB1
P35520	CBS
Q7Z5P9	MUC19
Q6PI78	TMEM65
P68104	EEF1A1
P68106	FKBP1B
P12643	BMP2
Q8N196	SIX5
Q05996	ZP2
O00571	DDX3X
Q9H9Q2	COPS7B
Q9BXT5	TEX15
Q8TDS4	HCAR2
A8K2U0	A2ML1
P02689	PMP2
Q5THK1	PRR14L
Q8N2K0	ABHD12
P08651	NFIC
O43830	ZNF73
Q9BY50	SEC11C
Q4G1C9	GLIPR1L2
Q15075	EEA1
P19876	CXCL3
Q92765	FRZB
Q14192	FHL2
Q05195	MXD1
Q14190	SIM2
Q14191	WRN
Q14197	MRPL58
Q14194	CRMP1
Q05193	DNM1
P60484	PTEN
Q9UKU0	ACSL6
P46094	XCR1
P46093	GPR4
P46092	CCR10
P46091	GPR1
Q8TEU7	RAPGEF6
P35568	IRS1
O60687	SRPX2
O60684	KPNA6
O60688	YPEL1
Q8TEU8	WFIKKN2
O95639	CPSF4
Q8N9K5	ZNF565
Q8TB96	ITFG1
Q9P242	NYAP2
Q8TB92	HMGCLL1
O43196	MSH5
Q13938	CAPS
Q96JD6	AKR1E2
Q9UIU6	SIX4
Q9NYT6	ZNF226
A6NMS3	OR5K4
Q8WV99	ZFAND2B
O75312	ZPR1
O75311	GLRA3
O75310	UGT2B11
O75317	USP12
O75643	SNRNP200
Q8TDV5	GPR119
Q5VW38	GPR107
O75319	DUSP11
Q8WV92	MITD1
O75648	TRMU
Q5HYK9	ZNF667
Q8IVL5	P3H2
Q8IVL6	P3H3
Q8IVL0	NAV3
Q5TF58	IFFO2
Q8NGV6	OR5H6
Q8NGV7	OR5H2
Q8NGV5	OR13D1
Q13085	ACACA
Q13084	MRPL28
Q13087	PDIA2
Q2M2I5	KRT24
O43766	LIAS
P20248	CCNA2
Q02978	SLC25A11
O43763	TLX2
O43761	SYNGR3
O43760	SYNGR2
Q2M2I8	AAK1
O43768	ENSA
Q9UM01	SLC7A7
Q01860	POU5F1
P82912	MRPS11
O95232	LUC7L3
O94822	LTN1
Q8NAN2	MIGA1
Q9UM07	PADI4
Q15121	PEA15
P54750	PDE1A
Q9Y5V0	ZNF706
Q5TC82	RC3H1
P54315	PNLIPRP1
Q9Y5V3	MAGED1
Q8IXX5	TMEM183A
Q9H2U1	DHX36
Q99741	CDC6
Q5H9U9	DDX60L
Q8IUX8	EGFL6
O94826	TOMM70
P45381	ASPA
Q99748	NRTN
Q8IUX1	TMEM126B
O43824	GTPBP6
Q5SGD2	PPM1L
Q8IUX4	APOBEC3F
O43491	EPB41L2
O43490	PROM1
O43493	TGOLN2
Q02928	CYP4A11
Q8N635	MEIOB
Q6IN84	MRM1
Q6IN85	PPP4R3A
Q8WTX7	GATSL3
Q8TCJ0	FBXO25
P06732	CKM
P50461	CSRP3
Q6L8Q7	PDE12
Q9ULS6	KCNS2
Q15486	GUSBP1
Q15485	FCN2
Q9ULS5	TMCC3
Q8IWF7	UBE2DNL
Q8IWF6	DENND6A
O15551	CLDN3
O15550	KDM6A
Q93077	HIST1H2AC
Q8IWF2	FOXRED2
Q9H788	SH2D4A
P48023	FASLG
Q9Y4W6	AFG3L2
Q7Z2D5	PLPPR4
P48029	SLC6A8
Q6P444	MTFR2
Q71RC9	SMIM5
Q9NU19	TBC1D22B
O15126	SCAMP1
Q9NZ63	C9orf78
Q9HCI6	KIAA1586
Q9HCI7	MSL2
Q9Y275	TNFSF13B
Q16595	FXN
Q712K3	UBE2R2
Q9BTX1	NDC1
Q7Z794	KRT77
Q92616	GCN1
Q8WXG9	GPR98
Q8WXG8	S100Z
Q86SR1	GALNT10
P0CW24	PNMA6A
Q8WXG6	MADD
Q8WXG1	RSAD2
P0CW20	LIMS4
Q9BUN1	MENT
Q6B0I6	KDM4D
P51532	SMARCA4
Q9BUN8	DERL1
P21359	NF1
P22914	CRYGS
P16233	PNLIP
Q53H54	TRMT12
Q96KN3	PKNOX2
Q96KN2	CNDP1
Q96KN1	FAM84B
Q2TAL5	SMTNL2
Q16774	GUK1
Q16775	HAGH
Q16777	HIST2H2AC
Q16778	HIST2H2BE
Q9P2N4	ADAMTS9
Q96KN9	GJD4
Q96KN8	HRASLS5
Q8TEA8	DTD1
P12035	KRT3
Q2TAL8	QRICH1
Q9H1K1	ISCU
Q7Z570	ZNF804A
P49685	GPR15
Q7Z572	SPATA21
Q8WWK9	CKAP2
Q06055	ATP5G2
Q9H0Q0	FAM49A
P10768	ESD
P08727	KRT19
Q9Y2C4	EXOG
Q9Y2C5	SLC17A4
P51959	CCNG1
Q9Y2C2	UST
Q9Y2C3	B3GALT5
Q9BW04	SARG
Q9Y2C9	TLR6
Q9P1Z2	CALCOCO1
O14602	EIF1AY
Q7L1V2	MON1B
O14604	TMSB4Y
Q8N8D1	PDCD7
O14607	UTY
Q8TDN2	KCNV2
Q8TDN1	KCNG4
Q8TDN7	ACER1
Q8TDN6	BRIX1
Q8TDN4	CABLES1
Q9UNM6	PSMD13
P55060	CSE1L
P55061	TMBIM6
Q9P2N6	KANSL3
Q5QNW6	HIST2H2BF
P11021	HSPA5
Q96K58	ZNF668
P24310	COX7A1
Q86YV0	RASAL3
P17275	JUNB
Q9NUH8	TMEM14B
P51946	CCNH
Q9BVT8	TMUB1
P51948	MNAT1
Q8N2X6	EXOC3-AS1
Q8N475	FSTL5
Q8IYB1	MB21D2
Q9H2C2	ARV1
Q9H2C1	LHX5
Q9H2C0	GAN
Q9BYE0	HES7
O14545	TRAFD1
Q9P2N7	KLHL13
Q9BYE4	SPRR2G
P37802	TAGLN2
Q9BYE7	PCGF6
Q9BYE9	CDHR2
P49682	CXCR3
Q8NBW4	SLC38A9
P47712	PLA2G4A
P47710	CSN1S1
Q5QGS0	KIAA2022
P52948	NUP98
O00294	TULP1
O15354	GPR37
P52945	PDX1
Q8IYB0	Q8IYB0
P52943	CRIP2
Q9BYR5	KRTAP4-2
Q96GQ7	DDX27
Q96GQ5	C16orf58
Q96LW4	PRIMPOL
P49810	PSEN2
P49815	TSC2
Q9NY59	SMPD3
P45877	PPIC
P29973	CNGA1
Q9BRX5	GINS3
P38405	GNAL
Q86UY5	FAM83A
Q86UY6	NAA40
Q9Y689	ARL5A
A6NGB9	WIPF3
P01772	IGHV3-33
Q9Y4Y9	LSM5
P14867	GABRA1
P14866	HNRNPL
Q68DC2	ANKS6
P20742	PZP
Q13490	BIRC2
Q00597	FANCC
Q8TBG9	SYNPR
Q8NGZ0	OR2AJ1
P20749	BCL3
Q93091	RNASE6
Q93096	PTP4A1
Q93097	WNT2B
P05093	CYP17A1
Q93098	WNT8B
Q93099	HGD
Q7LFX5	CHST15
P09467	FBP1
P09466	PAEP
O15042	U2SURP
P59190	RAB15
Q04900	CD164
Q6UXG3	CD300LG
P06681	C2
Q8NES8	DEFB124
Q9P241	ATP10D
O75818	RPP40
Q9BZM2	PLA2G2F
Q9BZM1	PLA2G12A
Q6ZT98	TTLL7
Q5TDP6	LGSN
Q9BZM4	ULBP3
Q9P2X3	IMPACT
Q9Y536	PPIAL4A
Q9Y535	POLR3H
Q9Y534	CSDC2
Q4G0G5	SCGB2B2
O75815	BCAR3
A0PJZ3	GXYLT2
Q9Y530	OARD1
P57682	KLF3
Q5DX21	IGSF11
P00742	F10
A8K855	EFCAB7
Q9H0U4	RAB1B
Q9UJ14	GGT7
Q6PK04	CCDC137
Q15109	AGER
Q6ZRH7	CATSPERG
P82933	MRPS9
Q15102	PAFAH1B3
Q9Y337	KLK5
P17516	AKR1C4
Q3SYC2	MOGAT2
O95838	GLP2R
Q86W67	FAM228A
O15234	CASC3
Q86YV6	MYLK4
O15232	MATN3
Q6ZNL6	FGD5
O15230	LAMA5
O15231	ZNF185
O95831	AIFM1
O95832	CLDN1
O95833	CLIC3
O95834	EML2
P03973	SLPI
P41235	HNF4A
O95837	GNA14
P54819	AK2
Q8TF05	PPP4R1
P47870	GABRB2
Q8TF01	PNISR
Q15561	TEAD4
Q9NRN7	AASDHPPT
Q9NRN5	OLFML3
Q15562	TEAD2
Q8TF09	DYNLRB2
Q96Q07	BTBD9
P24530	EDNRB
Q96Q05	TRAPPC9
Q96Q04	LMTK3
Q30167	HLA-DRB1
Q9NSY2	STARD5
Q07000	HLA-C
Q01668	CACNA1D
Q9H361	PABPC3
Q9H2U2	PPA2
Q9UIJ5	ZDHHC2
Q5U5Q3	MEX3C
Q9UIJ7	AK3
Q9H871	RMND5A
Q9UK76	HN1
Q9UK73	FEM1B
Q9H706	GAREM1
Q6P9A1	ZNF530
Q92854	SEMA4D
Q6P9A3	ZNF549
Q6P9A2	GALNT18
Q92851	CASP10
Q9H672	ASB7
Q9H3K6	BOLA2
P03971	AMH
Q9H3K2	GHITM
Q92858	ATOH1
P24158	PRTN3
Q5JS13	RALGPS1
Q8IW00	VSTM4
P45379	TNNT2
P45378	TNNT3
P42679	MATK
Q02505	MUC3A
P42677	RPS27
P98172	EFNB1
P98171	ARHGAP4
P98170	XIAP
P98177	FOXO4
Q9HAZ2	PRDM16
P98175	RBM10
P98174	FGD1
Q8N0W7	FMR1NB
Q8N0W4	NLGN4X
Q8N0W5	IQCK
P24462	CYP3A7
Q8N0W3	FUK
P54764	EPHA4
Q8IYB8	SUPV3L1
Q5SSJ5	HP1BP3
P04054	PLA2G1B
Q9NY57	STK32B
P26378	ELAVL4
P04053	DNTT
P26374	CHML
P09912	IFI6
P26371	KRTAP5-9
P26373	RPL13
Q68CP4	HGSNAT
P00746	CFD
P00740	F9
Q9H902	REEP1
Q6X784	ZPBP2
P00749	PLAU
Q14500	KCNJ12
Q9H0A0	NAT10
Q53HC5	KLHL26
P12532	CKMT1A
Q86VQ3	TXNDC2
Q9UHL3	FAM153A
Q9UHL0	DDX25
A6NIX2	WTIP
Q9UHL4	DPP7
Q9UHL9	GTF2IRD1
P24534	EEF1B2
P41273	TNFSF9
P41271	NBL1
Q5TAP6	UTP14C
O75618	DEDD
Q8N335	GPD1L
Q9UNP4	ST3GAL5
P46976	GYG1
P46977	STT3A
Q9UNP9	PPIE
Q6PGQ1	DRICH1
Q6PGQ7	BORA
Q96NL0	RUNDC3B
Q9Y5R8	TRAPPC1
Q71UI9	H2AFV
Q6ZMT4	KDM7A
O94876	TMCC1
O94875	SORBS2
O94874	UFL1
Q9NRG9	AAAS
P00533	EGFR
Q8NGU4	OR2I1P
O14836	TNFRSF13B
Q8IXT1	DDIAS
O14832	PHYH
O14830	PPEF2
Q9BYX2	TBC1D2
Q96NL1	TMEM74
Q9BYX7	POTEKP
Q9NYS0	NKIRAS1
Q9BYX4	IFIH1
Q8N4Q0	ZADH2
P04440	HLA-DPB1
C9JH25	PRRT4
Q6NSI8	KIAA1841
Q5SY68	S100A7L2
Q9P126	CLEC1B
Q6NSI4	CXorf57
Q8IXT5	RBM12B
Q6NSI1	ANKRD26P1
Q6NSI3	FAM53A
Q70UQ0	IKBIP
Q6ZNH5	ZNF497
Q96B18	DACT3
Q9UPZ9	ICK
P50222	MEOX2
P50221	MEOX1
Q9UPZ6	THSD7A
P50226	SULT1A2
P50225	SULT1A1
P25440	BRD2
O60320	FAM189A1
Q96NJ6	ZFP3
Q8NEY1	NAV1
Q9P121	NTM
Q8NEY3	SPATA4
Q76L83	ASXL2
Q9NPH3	IL1RAP
A6NMB1	SIGLEC16
Q8NEY8	PPHLN1
P63098	PPP3R1
A6NHJ4	ZNF860
Q6GPI1	CTRB2
Q9UBR2	CTSZ
Q9UBR1	UPB1
P00326	ADH1C
P30447	HLA-A
Q96RD7	PANX1
Q14213	EBI3
P30443	HLA-A
P84157	MXRA7
P49662	CASP4
F5H284	PPIAL4D
Q9NPH0	ACP6
Q7Z6G3	NECAB2
P15814	IGLL1
Q9Y581	INSL6
O00194	RAB27B
Q06265	EXOSC9
P54105	CLNS1A
Q96KW9	SPACA7
P03979	TRGV3
Q6ZSB9	ZBTB49
P54108	CRISP3
Q14669	TRIP12
Q8NG31	CASC5
Q96HQ2	CDKN2AIPNL
Q15345	LRRC41
Q8NGJ0	OR5A1
Q9HDC9	APMAP
Q5C9Z4	NOM1
O95905	ECD
Q96IC2	Q96IC2
Q8NCB2	CAMKV
A6NED2	RCCD1
Q8N5A5	ZGPAT
Q96DT6	ATG4C
Q96DT7	ZBTB10
Q96DT5	DNAH11
O14735	CDIPT
E5RJM6	ANKRD65
Q96DT0	LGALS12
P15622	ZNF250
P25054	APC
Q14938	NFIX
Q7Z6G8	ANKS1B
O00165	HAX1
P61254	RPL26
Q9BQ24	ZFYVE21
Q86XU0	ZNF677
Q9BPW5	RASL11B
Q49AR2	C5orf22
Q9ULW0	TPX2
Q9H0J4	QRICH2
Q5VWM5	PRAMEF15
Q13625	TP53BP2
Q13627	DYRK1A
Q9H0J9	PARP12
Q13621	SLC12A1
O95057	DIRAS1
Q9BPW9	DHRS9
Q9BPW8	NIPSNAP1
Q9NX95	SYBU
Q8IZ96	CMTM1
Q8IUC8	GALNT13
Q9BXI2	SLC25A2
P51570	GALK1
P51571	SSR4
P51572	BCAP31
Q8IUC1	KRTAP11-1
Q8IUC6	TICAM1
P51575	P2RX1
Q5T653	MRPL2
Q8IYM9	TRIM22
P52888	THOP1
Q6P1X6	C8orf82
Q658P3	STEAP3
O00341	SLC1A7
Q9P2X0	DPM3
Q8NFP9	NBEA
Q9BXI6	TBC1D10A
P05156	CFI
P05155	SERPING1
P05154	SERPINA5
P31249	HOXD3
O75610	LEFTY1
Q7Z3U7	MON2
O95136	S1PR2
P55211	CASP9
P55210	CASP7
P55212	CASP6
Q96CH1	GPR146
Q96QU6	ACCS
Q12829	RAB40B
Q9H8H3	METTL7A
Q8N3Z6	ZCCHC7
P51681	CCR5
P51686	CCR9
P51687	SUOX
P51684	CCR6
P48539	PCP4
Q6NXP6	NOXRED1
P51689	ARSD
Q9H6T3	RPAP3
Q7Z6J8	UBE3D
Q92619	HMHA1
Q12824	SMARCB1
Q07020	RPL18
Q07021	C1QBP
Q9NP99	TREM1
Q9NP98	MYOZ1
Q9NSE4	IARS2
P01602	IGKV1-5
Q9NZS9	BFAR
Q9NP94	SLC39A2
Q9NP97	DYNLRB1
Q9NP91	SLC6A20
Q9NP90	RAB9B
Q8NAJ2	C9orf106
Q9NP92	MRPS30
Q32P44	EML3
Q96QF0	RAB3IP
Q9UKE5	TNIK
Q9P021	CRIPT
Q2NL98	VMAC
P54253	ATXN1
Q92859	NEO1
P47887	OR1E2
Q8TDQ0	HAVCR2
Q96SU4	OSBPL9
Q6PJQ5	FOXR2
Q03923	ZNF85
O60826	CCDC22
Q6ZU35	KIAA1211
Q86T82	USP37
P35498	SCN1A
Q03252	LMNB2
Q96ER3	SAAL1
Q12794	HYAL1
Q9Y234	LIPT1
Q9Y235	APOBEC2
Q08043	ACTN3
P22557	ALAS2
Q9Y230	RUVBL2
P16581	SELE
Q9Y232	CDYL
Q6P1X5	TAF2
Q9HBH7	BEX1
Q96G97	BSCL2
Q9HBH5	RDH14
P10515	DLAT
Q9Y239	NOD1
Q9HBH0	RHOF
Q8IZ83	ALDH16A1
Q8WXT5	FOXD4L4
P07741	APRT
Q96CB9	NSUN4
O43155	FLRT2
Q12860	CNTN1
O75386	TULP3
Q12791	KCNMA1
Q12864	CDH17
Q5JY77	GPRASP1
Q12866	MERTK
P02511	CRYAB
Q5HY92	FIGN
Q7L8S5	OTUD6A
Q9BSE5	AGMAT
P18754	RCC1
P25942	CD40
Q5HY98	ZNF766
Q9HCE6	ARHGEF10L
O43623	SNAI2
P56746	CLDN15
P56747	CLDN6
Q6P5Z2	PKN3
Q9H7R5	ZNF665
Q17R89	ARHGAP44
O75387	SLC43A1
P04201	MAS1
P09630	HOXC6
A1A519	FAM170A
P09326	CD48
P09327	VIL1
P00918	CA2
O60524	NEMF
O60522	TDRD6
O15519	CFLAR
P47884	OR1D4
Q5RHP9	ERICH3
Q6ZMI0	PPP1R21
P00915	CA1
Q8TDU9	RXFP4
Q8IVF7	FMNL3
O75973	C1QL1
Q96BD5	PHF21A
Q8TB61	SLC35B2
O95994	AGR2
Q8TDU6	GPBAR1
O43854	EDIL3
Q709F0	ACAD11
Q5W0A0	ERICH6B
O15514	POLR2D
P33992	MCM5
Q8WVN6	SECTM1
Q8WVN8	UBE2Q2
P01350	GAST
P53680	AP2S1
P49069	CAMLG
Q9UL46	PSME2
A1L167	UBE2QL1
P35542	SAA4
P35237	SERPINB6
P35236	PTPN7
O75487	GPC4
O75486	SUPT3H
P35232	PHB
O75489	NDUFS3
P35548	MSX2
Q9HCD6	TANC2
P14324	FDPS
O60669	SLC16A7
Q8NEF9	SRFBP1
Q8TES7	FBF1
Q6ZNE5	ATG14
O60664	PLIN3
O60667	FCMR
O95907	SLC16A8
Q3KQV9	UAP1L1
Q9Y3F4	STRAP
Q8NEF3	CCDC112
P17980	PSMC3
P17987	TCP1
Q96NJ1	Q96NJ1
Q8N9E0	FAM133A
Q6UWY0	ARSK
Q92466	DDB2
O76094	SRP72
Q96JB2	COG3
Q96JB3	HIC2
Q53GS7	GLE1
Q96JB1	DNAH8
Q96JB6	LOXL4
Q8NH67	OR52I2
Q96JB5	CDK5RAP3
Q8IYB5	SMAP1
Q5VZ89	DENND4C
Q8IYB7	DIS3L2
Q8N130	SLC34A3
P23470	PTPRG
P23471	PTPRZ1
Q8IYB3	SRRM1
Q8N137	CNTROB
O75665	OFD1
Q9NXH8	TOR4A
Q8IYB9	ZNF595
P08700	IL3
Q8N136	DAW1
P20264	POU3F3
P20265	POU3F2
P27540	ARNT
Q6AWC2	WWC2
Q8NGT1	OR2K2
Q8IVB4	SLC9A9
Q496J9	SV2C
Q9BQP7	MGME1
P14060	HSD3B1
P02458	COL2A1
Q8NGT7	OR2A12
Q9P1P5	TAAR2
Q15842	KCNJ8
Q9NRN9	METTL5
Q6PF06	TRMT10B
Q15847	ADIRF
O43704	SULT1B1
O43707	ACTN4
Q8N387	MUC15
O43709	WBSCR22
Q32Q52	C12orf74
Q15849	SLC14A2
Q15848	ADIPOQ
P61803	DAD1
Q8N139	ABCA6
Q8N431	RASGEF1C
Q9NXD2	MTMR10
Q8N9V3	WDSUB1
Q14714	SSPN
Q96DI7	SNRNP40
Q29980	MICB
Q29983	MICA
Q9NPA5	ZFP64
P42285	SKIV2L2
Q9Y4E8	USP15
Q9NPA0	EMC7
Q9NPA3	MID1IP1
Q9Y5X9	LIPG
P68871	HBB
Q8IXZ2	ZC3H3
Q9Y5X5	NPFFR2
Q9Y5X2	SNX8
Q9Y5X3	SNX5
Q9Y5X0	SNX10
Q9Y5X1	SNX9
Q99728	BARD1
Q99729	HNRNPAB
Q9BX79	STRA6
Q569H4	PRR16
P32019	INPP5B
Q99720	SIGMAR1
Q96K19	RNF170
Q99726	SLC30A3
Q99727	TIMP4
Q8NE09	RGS22
A8MXD5	GRXCR1
Q8N4F4	SLC22A24
Q8N4F7	RNF175
Q8NA03	FSIP1
Q9UHC3	ASIC3
Q8N653	LZTR1
P17544	ATF7
Q9NV58	RNF19A
P17024	ZNF20
Q5T681	C10orf62
Q7Z7L9	ZSCAN2
Q7Z7L7	ZER1
Q96FS4	SIPA1
Q9NUD9	PIGV
O60568	PLOD3
Q7Z7L1	SLFN11
Q86Y79	PTRH1
Q86Y78	LYPD6
Q96NY8	NECTIN4
P01031	C5
P22897	MRC1
Q96A35	MRPL24
Q8TDY8	IGDCC4
P10645	CHGA
P05981	HPN
Q9NZ42	PSENEN
Q9NZ43	USE1
Q9NZ45	CISD1
O95863	SNAI1
Q16576	RBBP7
O60518	RANBP6
Q5UIP0	RIF1
P26639	TARS
Q8TDY4	ASAP3
Q16570	ACKR1
B7Z6K7	ZNF814
Q49MI3	CERKL
O94759	TRPM2
O60566	BUB1B
Q5VSL9	STRIP1
P62140	PPP1CB
Q8TDY3	ACTRT2
A0AUZ9	KANSL1L
Q9BUL9	RPP25
Q9BUL8	PDCD10
Q9NW97	TMEM51
A5PLK6	RGSL1
Q5TGZ0	MINOS1
O95864	FADS2
P17027	ZNF23
P16219	ACADS
Q9BUL5	PHF23
A6NKT7	RGPD3
O14990	PPP1R2P9
Q9UFE4	CCDC39
O14994	SYN3
Q9NUZ1	ACOXL
Q3KNS6	ZNF829
Q8WXK4	ASB12
Q16718	NDUFA5
Q16719	KYNU
Q9ULQ0	STRIP2
Q9ULQ1	TPCN1
P03951	F11
O14544	SOCS6
Q9H5Z1	DHX35
A6NKG5	RTL1
P19784	CSNK2A2
Q9BW27	NUP85
Q71RS6	SLC24A5
Q9UMR2	DDX19B
Q06520	SULT2A1
Q06033	ITIH3
P10746	UROS
P10747	CD28
P81877	SSBP2
Q9H5Z6	FAM124B
P04271	S100B
Q9NWT6	HIF1AN
Q9NWT1	PAK1IP1
Q9Y446	PKP3
Q49AJ0	FAM135B
P17021	ZNF17
Q9Y2M5	KLHL20
Q9Y2M2	SSUH2
Q9NWT8	AURKAIP1
Q9Y2M0	FAN1
Q9Y5U8	MPC1
Q86Y33	CDC20B
O14668	PRRG1
O14669	PRRG2
P49638	TTPA
Q8N8B7	TCEANC
O14662	STX16
Q5JVG8	ZNF506
Q5D1E8	ZC3H12A
P61088	UBE2N
P41732	TSPAN7
Q86W34	AMZ2
Q6JBY9	RCSD1
Q96E52	OMA1
Q96K78	ADGRG7
Q9P0W8	SPATA7
Q8WXE1	ATRIP
P61086	UBE2K
Q8NC74	RBBP8NL
Q96K75	ZNF514
Q96K76	USP47
Q9H0R5	GBP3
P55040	GEM
Q9P0W0	IFNK
Q8WXE9	STON2
Q9P0W2	HMG20B
Q9NQ36	SCUBE2
Q9NQ34	TMEM9B
Q9NQ35	NRIP3
Q9NQ32	C11orf16
Q9NQ33	ASCL3
Q9NQ30	ESM1
Q9NQ31	AKIP1
P56537	EIF6
Q8WVI7	PPP1R1C
O75445	USH2A
P51965	UBE2E1
Q9H2E6	SEMA6A
O14521	SDHD
Q8TBZ0	CCDC110
Q9BYC8	MRPL32
Q8TBZ2	MYCBPAP
Q8TBZ5	ZNF502
O14524	NEMP1
O14526	FCHO1
O14529	CUX2
Q8TBZ8	ZNF564
Q9NVH2	INTS7
P30305	CDC25B
P10643	C7
Q9NVH6	TMLHE
Q9BYC5	FUT8
P62266	RPS23
Q01628	IFITM3
Q8TER5	ARHGEF40
O60512	B4GALT3
Q99590	SCAF11
Q8WWI5	SLC44A1
Q9H5I1	SUV39H2
Q8WWI1	LMO7
Q96GS4	BORCS6
Q9NZN3	EHD3
Q96GS6	ABHD17A
Q99592	ZBTB18
Q9H4F1	ST6GALNAC4
Q9H165	BCL11A
Q12988	HSPB3
Q86XE0	SNX32
Q9BXY0	MAK16
Q86XE3	MICU3
Q9BV44	THUMPD3
Q86XE5	HOGA1
Q6PJG2	ELMSAN1
Q4KMQ2	ANO6
Q9BXY8	BEX2
Q4KMQ1	TPRN
Q9H8P0	SRD5A3
O60256	PRPSAP2
Q49AH0	CDNF
Q9UBI6	GNG12
Q9UBI4	STOML1
A6NHQ2	FBLL1
O75449	KATNA1
Q9UBI1	COMMD3
Q9NQF3	SERHL
P11836	MS4A1
P11831	SRF
Q9UBI9	HECA
Q8WWY3	PRPF31
Q9NVA4	TMEM184C
O00757	FBP2
Q96AZ1	METTL21B
O00755	WNT7A
O00754	MAN2B1
P05089	ARG1
Q13188	STK3
Q13873	BMPR2
Q13875	MOBP
Q53TQ3	INO80D
P62269	RPS18
Q6I9Y2	THOC7
Q6NVV9	ADAM5
Q9UIH9	KLF15
P02724	GYPA
Q9H9B4	SFXN1
P08758	ANXA5
Q9Y6A9	SPCS1
Q9Y448	KNSTRN
Q9Y6A4	CFAP20
Q9Y6A5	TACC3
