Chemical	Term	GOID	Bonferroni
C135579	regulation of platelet aggregation	GO:0090330	0.0066481205114790045
C135579	positive regulation of blood vessel endothelial cell migration	GO:0043536	0.00692540893650906
C135579	ephrin receptor signaling pathway	GO:0048013	0.00764733512477167
C135579	cell migration	GO:0016477	0.009455355293336187
C97745	positive regulation of transcription, DNA-templated	GO:0045893	2.3543760922016728e-17
C97745	protein phosphorylation	GO:0006468	1.079691891447965e-12
C97745	peptidyl-serine phosphorylation	GO:0018105	4.750644322371045e-11
C97745	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.334088560791315e-10
C97745	protein autophosphorylation	GO:0046777	9.546635704182904e-10
C97745	cellular response to cadmium ion	GO:0071276	9.935324785104171e-10
C97745	response to drug	GO:0042493	3.656916436334257e-09
C97745	positive regulation of NF-kappaB transcription factor activity	GO:0051092	3.682397164972429e-09
C97745	cellular response to reactive oxygen species	GO:0034614	2.9708153825858122e-08
C97745	Fc-epsilon receptor signaling pathway	GO:0038095	3.3188000680972614e-08
C97745	MAPK cascade	GO:0000165	1.037499638423256e-07
C97745	insulin-like growth factor receptor signaling pathway	GO:0048009	2.060650066137981e-07
C97745	peptidyl-tyrosine phosphorylation	GO:0018108	3.457114535754257e-07
C97745	cellular response to tumor necrosis factor	GO:0071356	4.325575168051543e-07
C97745	tumor necrosis factor-mediated signaling pathway	GO:0033209	6.88762212819327e-07
C97745	positive regulation of gene expression	GO:0010628	2.519998996697304e-06
C97745	negative regulation of apoptotic process	GO:0043066	2.9079314569635532e-06
C97745	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	3.0418197634052287e-06
C97745	positive regulation of cell proliferation	GO:0008284	5.5090563491067e-06
C97745	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	7.972748944484742e-06
C97745	cellular response to platelet-derived growth factor stimulus	GO:0036120	8.162873811556892e-06
C97745	transcription from RNA polymerase II promoter	GO:0006366	8.496411613156951e-06
C97745	T cell receptor signaling pathway	GO:0050852	1.156388485668014e-05
C97745	negative regulation of gene expression	GO:0010629	1.5860602369910378e-05
C97745	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.6047269483787652e-05
C97745	intracellular signal transduction	GO:0035556	1.9374402075778004e-05
C97745	positive regulation of cell migration	GO:0030335	2.0540725693241054e-05
C97745	cellular senescence	GO:0090398	2.1066483036014105e-05
C97745	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	3.284209014198236e-05
C97745	positive regulation of telomerase activity	GO:0051973	3.603047186007125e-05
C97745	cellular response to DNA damage stimulus	GO:0006974	3.796126637700681e-05
C97745	protein polyubiquitination	GO:0000209	3.8685372012237096e-05
C97745	cellular response to UV	GO:0034644	3.97428106034825e-05
C97745	I-kappaB kinase/NF-kappaB signaling	GO:0007249	5.040183671323195e-05
C97745	protein import into nucleus	GO:0006606	0.00011864338983869072
C97745	aging	GO:0007568	0.00012035288401035515
C97745	apoptotic process	GO:0006915	0.00014390943745834497
C97745	signal transduction	GO:0007165	0.00015061001639271598
C97745	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.00015198270569360958
C97745	rhythmic process	GO:0048511	0.00025987268927252227
C97745	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.0002634489966778508
C97745	epidermal growth factor receptor signaling pathway	GO:0007173	0.0003520882841001605
C97745	protein ubiquitination	GO:0016567	0.0004706144359172271
C97745	positive regulation of ERK1 and ERK2 cascade	GO:0070374	0.0005390617527299968
C97745	cellular response to mechanical stimulus	GO:0071260	0.000605578413534813
C97745	JNK cascade	GO:0007254	0.0012040971822674384
C97745	negative regulation of cell proliferation	GO:0008285	0.0013649221373935874
C97745	regulation of cell cycle	GO:0051726	0.0016307045563545008
C97745	cellular response to angiotensin	GO:1904385	0.0021819315875636347
C97745	cytokine-mediated signaling pathway	GO:0019221	0.0026816616112642637
C97745	positive regulation of protein phosphorylation	GO:0001934	0.0027707849354807745
C97745	positive regulation of smooth muscle cell proliferation	GO:0048661	0.0030233853910256463
C97745	response to estradiol	GO:0032355	0.003378516048844093
C97745	negative regulation of transcription, DNA-templated	GO:0045892	0.003606512776268001
C97745	stress-activated MAPK cascade	GO:0051403	0.0036371219881601298
C97745	cellular response to hydrogen peroxide	GO:0070301	0.004199356461551229
C97745	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.005069687485900754
C97745	positive regulation of protein ubiquitination	GO:0031398	0.005722885718151494
C97745	protein K63-linked ubiquitination	GO:0070534	0.006403552841256488
C97745	regulation of apoptotic process	GO:0042981	0.007658721660394384
C97745	peptidyl-tyrosine autophosphorylation	GO:0038083	0.008537895578822896
C16423680	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.8335981734728238e-23
C16423680	positive regulation of transcription, DNA-templated	GO:0045893	4.793987850122059e-20
C16423680	negative regulation of apoptotic process	GO:0043066	2.5713325035731667e-16
C16423680	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	6.0363272020477115e-15
C16423680	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.354916179252541e-11
C16423680	rhythmic process	GO:0048511	3.788747093835809e-11
C16423680	regulation of cell cycle	GO:0051726	5.921485524140735e-11
C16423680	positive regulation of apoptotic process	GO:0043065	9.183320770489445e-11
C16423680	response to drug	GO:0042493	1.3599343873238467e-10
C16423680	protein phosphorylation	GO:0006468	1.7915002814561376e-10
C16423680	peptidyl-serine phosphorylation	GO:0018105	2.754996231146833e-10
C16423680	positive regulation of gene expression	GO:0010628	4.2479131323602815e-10
C16423680	cellular response to hypoxia	GO:0071456	7.192321371807253e-08
C16423680	cell cycle	GO:0007049	5.243285874367841e-07
C16423680	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	9.965892809882249e-07
C16423680	negative regulation of transcription, DNA-templated	GO:0045892	2.041492277338186e-06
C16423680	response to xenobiotic stimulus	GO:0009410	2.7456274837023287e-06
C16423680	positive regulation of cell proliferation	GO:0008284	4.905642906005703e-06
C16423680	cellular response to DNA damage stimulus	GO:0006974	1.533108879414602e-05
C16423680	negative regulation of cell proliferation	GO:0008285	1.867024229440517e-05
C16423680	cell proliferation	GO:0008283	1.9359878008939898e-05
C16423680	apoptotic process	GO:0006915	2.097891224173143e-05
C16423680	cellular response to hydrogen peroxide	GO:0070301	2.117145055657854e-05
C16423680	neuron apoptotic process	GO:0051402	2.3588270629759656e-05
C16423680	cellular response to tumor necrosis factor	GO:0071356	2.4619734181330344e-05
C16423680	positive regulation of G2/M transition of mitotic cell cycle	GO:0010971	2.853157286142327e-05
C16423680	regulation of cellular response to heat	GO:1900034	3.528735534652494e-05
C16423680	protein destabilization	GO:0031648	3.8971426648770624e-05
C16423680	cellular response to gamma radiation	GO:0071480	4.3817091639919425e-05
C16423680	positive regulation of erythrocyte differentiation	GO:0045648	7.893481883869402e-05
C16423680	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.00012185273941933694
C16423680	positive regulation of neuron apoptotic process	GO:0043525	0.0001530934912680193
C16423680	response to hypoxia	GO:0001666	0.00021113084457824452
C16423680	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.00029027594378905336
C16423680	negative regulation of canonical Wnt signaling pathway	GO:0090090	0.00032274319869018964
C16423680	positive regulation of neuron death	GO:1901216	0.00034320860085979016
C16423680	negative regulation of protein binding	GO:0032091	0.0005692152363997449
C16423680	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.000578450970864286
C16423680	negative regulation of neuron apoptotic process	GO:0043524	0.0007083484623811033
C16423680	positive regulation of NF-kappaB transcription factor activity	GO:0051092	0.0007875208601010321
C16423680	amyloid fibril formation	GO:1990000	0.0008980416885432385
C16423680	regulation of cell proliferation	GO:0042127	0.0009206538124002516
C16423680	regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079	0.0012336125246642515
C16423680	tumor necrosis factor-mediated signaling pathway	GO:0033209	0.001543211283146162
C16423680	cellular response to organic cyclic compound	GO:0071407	0.001543211283146162
C16423680	negative regulation of cell growth	GO:0030308	0.001557303079549044
C16423680	interleukin-6-mediated signaling pathway	GO:0070102	0.0021456446454392038
C16423680	cellular response to UV	GO:0034644	0.002353767473183832
C16423680	regulation of apoptotic process	GO:0042981	0.002576066280979505
C16423680	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	0.0034414020371215104
C16423680	negative regulation of neuron death	GO:1901215	0.0038245527456145507
C16423680	negative regulation of gene expression	GO:0010629	0.0042683608007674225
C16423680	cellular response to insulin stimulus	GO:0032869	0.006631744533628582
C16423680	cytokine-mediated signaling pathway	GO:0019221	0.006904725561492242
C16423680	peptidyl-threonine phosphorylation	GO:0018107	0.0070624435555532985
C16423680	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.0077641537971439014
C16423680	cellular response to cadmium ion	GO:0071276	0.007797444704052747
C16423680	response to estradiol	GO:0032355	0.007945932179587391
C16423680	positive regulation of angiogenesis	GO:0045766	0.009996612318201814
C132321	positive regulation of transcription, DNA-templated	GO:0045893	2.1804780203638074e-13
C132321	insulin-like growth factor receptor signaling pathway	GO:0048009	2.1804780203638074e-13
C132321	protein phosphorylation	GO:0006468	6.541434061091422e-13
C132321	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.3985258224001878e-12
C132321	signal transduction	GO:0007165	9.376055487564374e-12
C132321	positive regulation of gene expression	GO:0010628	1.8316015371055986e-11
C132321	peptidyl-serine phosphorylation	GO:0018105	6.220903792097943e-10
C132321	regulation of cell cycle	GO:0051726	7.902052345798437e-10
C132321	intracellular signal transduction	GO:0035556	1.5309136180974292e-09
C132321	negative regulation of apoptotic process	GO:0043066	2.476368887727176e-09
C132321	MAPK cascade	GO:0000165	3.2164231278386528e-09
C132321	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	8.43535330474765e-08
C132321	heart development	GO:0007507	1.2258973747236723e-07
C132321	peptidyl-threonine phosphorylation	GO:0018107	1.420585690192766e-07
C132321	thymus development	GO:0048538	1.728761321873051e-07
C132321	response to drug	GO:0042493	3.820314508073963e-07
C132321	regulation of apoptotic process	GO:0042981	3.8265768387280024e-07
C132321	insulin receptor signaling pathway	GO:0008286	2.7665380626373803e-06
C132321	rhythmic process	GO:0048511	8.570587920142536e-06
C132321	cellular senescence	GO:0090398	1.714082725101651e-05
C132321	cellular response to DNA damage stimulus	GO:0006974	2.691814448096963e-05
C132321	positive regulation of transforming growth factor beta receptor signaling pathway	GO:0030511	3.631847970952951e-05
C132321	trachea formation	GO:0060440	3.879489583991092e-05
C132321	transcription from RNA polymerase II promoter	GO:0006366	6.961558887863539e-05
C132321	peptidyl-tyrosine phosphorylation	GO:0018108	7.588056726270942e-05
C132321	apoptotic process	GO:0006915	9.287926486034605e-05
C132321	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	9.828772714837176e-05
C132321	face development	GO:0060324	0.00010197214077223292
C132321	negative regulation of gene expression	GO:0010629	0.00010625536182751194
C132321	positive regulation of protein serine/threonine kinase activity	GO:0071902	0.00012017875830794278
C132321	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.00013144482272131608
C132321	negative regulation of cell proliferation	GO:0008285	0.0001349749290239233
C132321	regulation of early endosome to late endosome transport	GO:2000641	0.0001385935759531387
C132321	positive regulation of protein phosphorylation	GO:0001934	0.00019819433568957207
C132321	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0002693866906771092
C132321	thyroid gland development	GO:0030878	0.0005765638227203107
C132321	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	0.0006357667631221586
C132321	positive regulation of peptidyl-serine phosphorylation	GO:0033138	0.0006745835338411997
C132321	cellular response to UV	GO:0034644	0.0009156367274227859
